"STATISTIC","Statistic Label","C03387V04072","Expenditure type","C02553V03094","Household Size","TLIST(A1)","Year","UNIT","VALUE"
"HS208","Average weekly household expenditure","0305","03.05 Women's nightwear and underwear","006","4 persons","2015","2015","Euro","2.63"
"HS208","Average weekly household expenditure","0305","03.05 Women's nightwear and underwear","007","5 persons","2015","2015","Euro","2.4"
"HS208","Average weekly household expenditure","0305","03.05 Women's nightwear and underwear","0091","6 + Persons","2015","2015","Euro","3.78"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","-","All household sizes","2015","2015","Euro","1.49"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","001","1 person","2015","2015","Euro","0.23"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","003","2 persons","2015","2015","Euro","0.63"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","004","3 persons","2015","2015","Euro","1.58"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","006","4 persons","2015","2015","Euro","2.88"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","007","5 persons","2015","2015","Euro","3.53"
"HS208","Average weekly household expenditure","0306","03.06 Boys' outerwear","0091","6 + Persons","2015","2015","Euro","4.46"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","-","All household sizes","2015","2015","Euro","0.24"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","001","1 person","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","003","2 persons","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","004","3 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","006","4 persons","2015","2015","Euro","0.46"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","007","5 persons","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","0307","03.07 Boys' nightwear and underwear","0091","6 + Persons","2015","2015","Euro","0.84"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","-","All household sizes","2015","2015","Euro","2.14"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","001","1 person","2015","2015","Euro","0.46"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","003","2 persons","2015","2015","Euro","0.97"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","004","3 persons","2015","2015","Euro","2.15"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","006","4 persons","2015","2015","Euro","3.67"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","007","5 persons","2015","2015","Euro","5.84"
"HS208","Average weekly household expenditure","0308","03.08 Girls' outerwear","0091","6 + Persons","2015","2015","Euro","5.76"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","-","All household sizes","2015","2015","Euro","0.29"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","001","1 person","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","003","2 persons","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","004","3 persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","006","4 persons","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","007","5 persons","2015","2015","Euro","0.67"
"HS208","Average weekly household expenditure","0309","03.09 Girls' nightwear and underwear","0091","6 + Persons","2015","2015","Euro","1"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","-","All household sizes","2015","2015","Euro","0.79"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","001","1 person","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","003","2 persons","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","004","3 persons","2015","2015","Euro","1.15"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","006","4 persons","2015","2015","Euro","1.09"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","007","5 persons","2015","2015","Euro","1.26"
"HS208","Average weekly household expenditure","0310","03.10 Infants' clothing","0091","6 + Persons","2015","2015","Euro","1.9"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","-","All household sizes","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","001","1 person","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","003","2 persons","2015","2015","Euro","0.34"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","004","3 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","006","4 persons","2015","2015","Euro","0.42"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","007","5 persons","2015","2015","Euro","0.4"
"HS208","Average weekly household expenditure","0311","03.11 Men's clothing accessories","0091","6 + Persons","2015","2015","Euro","0.61"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","-","All household sizes","2015","2015","Euro","0.74"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","001","1 person","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","003","2 persons","2015","2015","Euro","0.82"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","004","3 persons","2015","2015","Euro","0.96"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","006","4 persons","2015","2015","Euro","0.65"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","007","5 persons","2015","2015","Euro","1.01"
"HS208","Average weekly household expenditure","0312","03.12 Women's clothing accessories","0091","6 + Persons","2015","2015","Euro","1.72"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","-","All household sizes","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","001","1 person","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","003","2 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","004","3 persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","006","4 persons","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","007","5 persons","2015","2015","Euro","0.36"
"HS208","Average weekly household expenditure","0313","03.13 Children's clothing accessories","0091","6 + Persons","2015","2015","Euro","0.37"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","-","All household sizes","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","001","1 person","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","003","2 persons","2015","2015","Euro","0.19"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","004","3 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","006","4 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","007","5 persons","2015","2015","Euro","0.19"
"HS208","Average weekly household expenditure","0314","03.14 Haberdashery (e.g. buttons, thread and wool)","0091","6 + Persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","-","All household sizes","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","001","1 person","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","004","3 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","006","4 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","007","5 persons","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","0315","03.15 Protective headgear","0091","6 + Persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","-","All household sizes","2015","2015","Euro","2.84"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","001","1 person","2015","2015","Euro","0.96"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","003","2 persons","2015","2015","Euro","2.09"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","004","3 persons","2015","2015","Euro","3.2"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","006","4 persons","2015","2015","Euro","4.09"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","007","5 persons","2015","2015","Euro","5.35"
"HS208","Average weekly household expenditure","0316","03.16 Men's footwear","0091","6 + Persons","2015","2015","Euro","6.86"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","-","All household sizes","2015","2015","Euro","3.24"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","001","1 person","2015","2015","Euro","1.09"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","003","2 persons","2015","2015","Euro","2.68"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","004","3 persons","2015","2015","Euro","3.92"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","006","4 persons","2015","2015","Euro","5"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","007","5 persons","2015","2015","Euro","4.67"
"HS208","Average weekly household expenditure","0317","03.17 Women's footwear","0091","6 + Persons","2015","2015","Euro","6.12"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","-","All household sizes","2015","2015","Euro","1.11"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","001","1 person","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","003","2 persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","004","3 persons","2015","2015","Euro","0.94"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","006","4 persons","2015","2015","Euro","2.45"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","007","5 persons","2015","2015","Euro","3.65"
"HS208","Average weekly household expenditure","0318","03.18 Children's footwear","0091","6 + Persons","2015","2015","Euro","3.05"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","-","All household sizes","2015","2015","Euro","38.56"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","001","1 person","2015","2015","Euro","28.5"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","003","2 persons","2015","2015","Euro","37.72"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","004","3 persons","2015","2015","Euro","40.69"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","006","4 persons","2015","2015","Euro","44.27"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","007","5 persons","2015","2015","Euro","46.86"
"HS208","Average weekly household expenditure","04","04 Total fuel and light","0091","6 + Persons","2015","2015","Euro","50.62"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","-","All household sizes","2015","2015","Euro","18.17"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","001","1 person","2015","2015","Euro","12.59"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","003","2 persons","2015","2015","Euro","16.76"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","004","3 persons","2015","2015","Euro","19.74"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","006","4 persons","2015","2015","Euro","21.85"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","007","5 persons","2015","2015","Euro","23.54"
"HS208","Average weekly household expenditure","0401","04.01 Electricity","0091","6 + Persons","2015","2015","Euro","26.16"
"HS208","Average weekly household expenditure","0402","04.02 Gas","-","All household sizes","2015","2015","Euro","7.22"
"HS208","Average weekly household expenditure","0402","04.02 Gas","001","1 person","2015","2015","Euro","5.03"
"HS208","Average weekly household expenditure","0402","04.02 Gas","003","2 persons","2015","2015","Euro","6.91"
"HS208","Average weekly household expenditure","0402","04.02 Gas","004","3 persons","2015","2015","Euro","7.88"
"HS208","Average weekly household expenditure","0402","04.02 Gas","006","4 persons","2015","2015","Euro","8.96"
"HS208","Average weekly household expenditure","0402","04.02 Gas","007","5 persons","2015","2015","Euro","8.22"
"HS208","Average weekly household expenditure","0402","04.02 Gas","0091","6 + Persons","2015","2015","Euro","9.59"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","-","All household sizes","2015","2015","Euro","8.19"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","001","1 person","2015","2015","Euro","6.46"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","003","2 persons","2015","2015","Euro","8.49"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","004","3 persons","2015","2015","Euro","7.98"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","006","4 persons","2015","2015","Euro","9.21"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","007","5 persons","2015","2015","Euro","9.66"
"HS208","Average weekly household expenditure","0403","04.03 Liquid Fuels (e.g. heating oil)","0091","6 + Persons","2015","2015","Euro","9.39"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","-","All household sizes","2015","2015","Euro","4.98"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","001","1 person","2015","2015","Euro","4.42"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","003","2 persons","2015","2015","Euro","5.57"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","004","3 persons","2015","2015","Euro","5.1"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","006","4 persons","2015","2015","Euro","4.24"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","007","5 persons","2015","2015","Euro","5.45"
"HS208","Average weekly household expenditure","0404","04.04 Solid Fuels","0091","6 + Persons","2015","2015","Euro","5.48"
"HS208","Average weekly household expenditure","05","05 Total housing","-","All household sizes","2015","2015","Euro","164.36"
"HS208","Average weekly household expenditure","05","05 Total housing","001","1 person","2015","2015","Euro","106.63"
"HS208","Average weekly household expenditure","05","05 Total housing","003","2 persons","2015","2015","Euro","130.47"
"HS208","Average weekly household expenditure","05","05 Total housing","004","3 persons","2015","2015","Euro","179.66"
"HS208","Average weekly household expenditure","05","05 Total housing","006","4 persons","2015","2015","Euro","227.08"
"HS208","Average weekly household expenditure","05","05 Total housing","007","5 persons","2015","2015","Euro","238.83"
"HS208","Average weekly household expenditure","05","05 Total housing","0091","6 + Persons","2015","2015","Euro","248.52"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","-","All household sizes","2015","2015","Euro","47.47"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","001","1 person","2015","2015","Euro","34.28"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","003","2 persons","2015","2015","Euro","43.88"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","004","3 persons","2015","2015","Euro","59.88"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","006","4 persons","2015","2015","Euro","55.06"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","007","5 persons","2015","2015","Euro","45.22"
"HS208","Average weekly household expenditure","0501","05.01 Rent paid for primary dwelling","0091","6 + Persons","2015","2015","Euro","66.2"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","-","All household sizes","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","001","1 person","2015","2015","Euro","0.13"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","003","2 persons","2015","2015","Euro","0.35"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","004","3 persons","2015","2015","Euro","0.59"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","006","4 persons","2015","2015","Euro","0.93"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","007","5 persons","2015","2015","Euro","1.06"
"HS208","Average weekly household expenditure","0502","05.02 Ground rent and other rentals paid by tenants","0091","6 + Persons","2015","2015","Euro","0.8"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","-","All household sizes","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","001","1 person","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","004","3 persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","006","4 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","007","5 persons","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","0503","05.03 Second dwelling rent","0091","6 + Persons","2015","2015","Euro","0.53"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","-","All household sizes","2015","2015","Euro","64.85"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","001","1 person","2015","2015","Euro","24.45"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","003","2 persons","2015","2015","Euro","39.76"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","004","3 persons","2015","2015","Euro","71.46"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","006","4 persons","2015","2015","Euro","112.69"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","007","5 persons","2015","2015","Euro","132.59"
"HS208","Average weekly household expenditure","0504","05.04 Mortgage payment (primary dwelling)","0091","6 + Persons","2015","2015","Euro","102.2"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","-","All household sizes","2015","2015","Euro","3.74"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","001","1 person","2015","2015","Euro","13.25"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","003","2 persons","2015","2015","Euro","1.35"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","004","3 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","006","4 persons","2015","2015","Euro","1.25"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","007","5 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","0505","05.05 Purchase (including deposit) on primary dwelling","0091","6 + Persons","2015","2015","Euro","2.11"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","-","All household sizes","2015","2015","Euro","1.15"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","001","1 person","2015","2015","Euro","1.13"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","003","2 persons","2015","2015","Euro","0.48"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","004","3 persons","2015","2015","Euro","1.37"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","006","4 persons","2015","2015","Euro","1.66"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","007","5 persons","2015","2015","Euro","2.28"
"HS208","Average weekly household expenditure","0506","05.06 Second dwelling - mortgage and home insurance","0091","6 + Persons","2015","2015","Euro","0.62"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","-","All household sizes","2015","2015","Euro","0.41"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","001","1 person","2015","2015","Euro","1.03"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","003","2 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","004","3 persons","2015","2015","Euro","0.79"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","006","4 persons","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","007","5 persons","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","0507","05.07 Purchase (including deposit) on second dwelling","0091","6 + Persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","-","All household sizes","2015","2015","Euro","5.52"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","001","1 person","2015","2015","Euro","4.3"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","003","2 persons","2015","2015","Euro","5.71"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","004","3 persons","2015","2015","Euro","5.28"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","006","4 persons","2015","2015","Euro","6.19"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","007","5 persons","2015","2015","Euro","6.8"
"HS208","Average weekly household expenditure","0508","05.08 Primary dwelling insurance","0091","6 + Persons","2015","2015","Euro","6.64"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","-","All household sizes","2015","2015","Euro","3.99"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","001","1 person","2015","2015","Euro","3.09"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","003","2 persons","2015","2015","Euro","4.18"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","004","3 persons","2015","2015","Euro","3.61"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","006","4 persons","2015","2015","Euro","4.74"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","007","5 persons","2015","2015","Euro","5.03"
"HS208","Average weekly household expenditure","0509","05.09 Local property tax","0091","6 + Persons","2015","2015","Euro","4.07"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","-","All household sizes","2015","2015","Euro","1.95"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","001","1 person","2015","2015","Euro","1.54"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","003","2 persons","2015","2015","Euro","2.02"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","004","3 persons","2015","2015","Euro","2.09"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","006","4 persons","2015","2015","Euro","2.1"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","007","5 persons","2015","2015","Euro","2.03"
"HS208","Average weekly household expenditure","0510","05.10 Water charges","0091","6 + Persons","2015","2015","Euro","2.27"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","-","All household sizes","2015","2015","Euro","3.59"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","001","1 person","2015","2015","Euro","2.45"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","003","2 persons","2015","2015","Euro","3.45"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","004","3 persons","2015","2015","Euro","3.93"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","006","4 persons","2015","2015","Euro","4.4"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","007","5 persons","2015","2015","Euro","4.56"
"HS208","Average weekly household expenditure","0511","05.11 Refuse/sewage collection and skip hire","0091","6 + Persons","2015","2015","Euro","4.07"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","-","All household sizes","2015","2015","Euro","1.55"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","001","1 person","2015","2015","Euro","1.72"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","003","2 persons","2015","2015","Euro","1.26"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","004","3 persons","2015","2015","Euro","2.08"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","006","4 persons","2015","2015","Euro","1.5"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","007","5 persons","2015","2015","Euro","1.3"
"HS208","Average weekly household expenditure","0512","05.12 Other services relating to dwelling","0091","6 + Persons","2015","2015","Euro","1.12"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","-","All household sizes","2015","2015","Euro","1.83"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","001","1 person","2015","2015","Euro","0.88"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","003","2 persons","2015","2015","Euro","1.87"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","004","3 persons","2015","2015","Euro","2.88"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","006","4 persons","2015","2015","Euro","1.56"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","007","5 persons","2015","2015","Euro","2.47"
"HS208","Average weekly household expenditure","0513","05.13 Paint, wallpaper, timber and plaster","0091","6 + Persons","2015","2015","Euro","1.98"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","-","All household sizes","2015","2015","Euro","1.24"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","001","1 person","2015","2015","Euro","1.11"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","003","2 persons","2015","2015","Euro","1.18"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","004","3 persons","2015","2015","Euro","1.63"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","006","4 persons","2015","2015","Euro","0.93"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","007","5 persons","2015","2015","Euro","1.12"
"HS208","Average weekly household expenditure","0514","05.14 Equipment hire and small material purchase (e.g. sandpaper)","0091","6 + Persons","2015","2015","Euro","2.3"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","-","All household sizes","2015","2015","Euro","1"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","001","1 person","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","003","2 persons","2015","2015","Euro","0.72"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","004","3 persons","2015","2015","Euro","1.13"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","006","4 persons","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","007","5 persons","2015","2015","Euro","3.1"
"HS208","Average weekly household expenditure","0515","05.15 Other materials for the maintenance and repair of the dwelling","0091","6 + Persons","2015","2015","Euro","3.87"
"HS208","Average weekly household expenditure","0516","05.16 Central heating maintenance","-","All household sizes","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","0516","05.16 Central heating maintenance","001","1 person","2015","2015","Euro","0.73"
"HS208","Average weekly household expenditure","0516","05.16 Central heating maintenance","003","2 persons","2015","2015","Euro","0.96"
"HS208","Average weekly household expenditure","0516","05.16 Central heating maintenance","004","3 persons","2015","2015","Euro","0.62"
